"12","Product 12","Description for product 12. This is a large import test.","47","0","","97.79","88.01","[""test"",""bulk"",""import""]","2","product-12-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"13","Product 13","Description for product 13. This is a large import test.","5","0","","99.17","89.25","[""test"",""bulk"",""import""]","3","product-13-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"14","Product 14","Description for product 14. This is a large import test.","22","0","","80.56","72.5","[""test"",""bulk"",""import""]","5","product-14-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"15","Product 15","Description for product 15. This is a large import test.","82","0","","14.26","12.83","[""test"",""bulk"",""import""]","1","product-15-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"16","Product 16","Description for product 16. This is a large import test.","24","0","","34.8","31.32","[""test"",""bulk"",""import""]","3","product-16-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"17","Product 17","Description for product 17. This is a large import test.","1","0","","88.21","79.39","[""test"",""bulk"",""import""]","1","product-17-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"18","Product 18","Description for product 18. This is a large import test.","40","0","","58.4","52.56","[""test"",""bulk"",""import""]","2","product-18-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"19","Product 19","Description for product 19. This is a large import test.","26","0","","30.26","27.23","[""test"",""bulk"",""import""]","3","product-19-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"20","Product 20","Description for product 20. This is a large import test.","85","0","","87.67","78.9","[""test"",""bulk"",""import""]","5","product-20-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"21","Product 21","Description for product 21. This is a large import test.","61","0","","72.64","65.38","[""test"",""bulk"",""import""]","2","product-21-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"22","Product 22","Description for product 22. This is a large import test.","3","0","","77.07","69.36","[""test"",""bulk"",""import""]","3","product-22-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"23","Product 23","Description for product 23. This is a large import test.","91","0","","53.85","48.47","[""test"",""bulk"",""import""]","4","product-23-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"24","Product 24","Description for product 24. This is a large import test.","84","0","","10.84","9.76","[""test"",""bulk"",""import""]","3","product-24-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"25","Product 25","Description for product 25. This is a large import test.","17","0","","48.83","43.95","[""test"",""bulk"",""import""]","3","product-25-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"26","Product 26","Description for product 26. This is a large import test.","39","0","","57.19","51.47","[""test"",""bulk"",""import""]","4","product-26-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"27","Product 27","Description for product 27. This is a large import test.","61","0","","71.59","64.43","[""test"",""bulk"",""import""]","3","product-27-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"28","Product 28","Description for product 28. This is a large import test.","77","0","","28.45","25.61","[""test"",""bulk"",""import""]","1","product-28-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"29","Product 29","Description for product 29. This is a large import test.","34","0","","60.59","54.53","[""test"",""bulk"",""import""]","1","product-29-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"30","Product 30","Description for product 30. This is a large import test.","16","0","","50.63","45.57","[""test"",""bulk"",""import""]","1","product-30-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"31","Product 31","Description for product 31. This is a large import test.","75","0","","73.67","66.3","[""test"",""bulk"",""import""]","4","product-31-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"32","Product 32","Description for product 32. This is a large import test.","93","0","","82.01","73.81","[""test"",""bulk"",""import""]","4","product-32-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"33","Product 33","Description for product 33. This is a large import test.","35","0","","44.01","39.61","[""test"",""bulk"",""import""]","5","product-33-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"34","Product 34","Description for product 34. This is a large import test.","76","0","","73.63","66.27","[""test"",""bulk"",""import""]","1","product-34-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"35","Product 35","Description for product 35. This is a large import test.","33","0","","39.34","35.41","[""test"",""bulk"",""import""]","2","product-35-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"36","Product 36","Description for product 36. This is a large import test.","14","0","","96.77","87.09","[""test"",""bulk"",""import""]","3","product-36-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"37","Product 37","Description for product 37. This is a large import test.","16","0","","74.61","67.15","[""test"",""bulk"",""import""]","3","product-37-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"38","Product 38","Description for product 38. This is a large import test.","31","0","","74.27","66.84","[""test"",""bulk"",""import""]","2","product-38-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"39","Product 39","Description for product 39. This is a large import test.","34","0","","86.65","77.99","[""test"",""bulk"",""import""]","2","product-39-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"40","Product 40","Description for product 40. This is a large import test.","70","0","","36.84","33.16","[""test"",""bulk"",""import""]","1","product-40-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"41","Product 41","Description for product 41. This is a large import test.","73","0","","89.92","80.93","[""test"",""bulk"",""import""]","3","product-41-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"42","Product 42","Description for product 42. This is a large import test.","18","0","","53.03","47.73","[""test"",""bulk"",""import""]","4","product-42-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"43","Product 43","Description for product 43. This is a large import test.","83","0","","24.17","21.75","[""test"",""bulk"",""import""]","4","product-43-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"44","Product 44","Description for product 44. This is a large import test.","46","0","","50.08","45.07","[""test"",""bulk"",""import""]","4","product-44-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"45","Product 45","Description for product 45. This is a large import test.","8","0","","22.02","19.82","[""test"",""bulk"",""import""]","1","product-45-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"46","Product 46","Description for product 46. This is a large import test.","6","0","","34.77","31.29","[""test"",""bulk"",""import""]","2","product-46-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"47","Product 47","Description for product 47. This is a large import test.","79","0","","15.91","14.32","[""test"",""bulk"",""import""]","1","product-47-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"48","Product 48","Description for product 48. This is a large import test.","44","0","","67.04","60.34","[""test"",""bulk"",""import""]","3","product-48-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"49","Product 49","Description for product 49. This is a large import test.","4","0","","59.35","53.42","[""test"",""bulk"",""import""]","3","product-49-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"50","Product 50","Description for product 50. This is a large import test.","75","0","","56.17","50.55","[""test"",""bulk"",""import""]","4","product-50-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"51","Product 51","Description for product 51. This is a large import test.","25","0","","6.3","5.67","[""test"",""bulk"",""import""]","1","product-51-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"52","Product 52","Description for product 52. This is a large import test.","30","0","","87.85","79.07","[""test"",""bulk"",""import""]","1","product-52-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"53","Product 53","Description for product 53. This is a large import test.","50","0","","46.01","41.41","[""test"",""bulk"",""import""]","1","product-53-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"54","Product 54","Description for product 54. This is a large import test.","35","0","","64.31","57.88","[""test"",""bulk"",""import""]","5","product-54-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"55","Product 55","Description for product 55. This is a large import test.","96","0","","54.01","48.61","[""test"",""bulk"",""import""]","3","product-55-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"56","Product 56","Description for product 56. This is a large import test.","19","0","","5.18","4.66","[""test"",""bulk"",""import""]","4","product-56-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"57","Product 57","Description for product 57. This is a large import test.","35","0","","34.15","30.74","[""test"",""bulk"",""import""]","5","product-57-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"58","Product 58","Description for product 58. This is a large import test.","12","0","","72.49","65.24","[""test"",""bulk"",""import""]","2","product-58-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"59","Product 59","Description for product 59. This is a large import test.","54","0","","93.77","84.39","[""test"",""bulk"",""import""]","2","product-59-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"60","Product 60","Description for product 60. This is a large import test.","24","0","","49.58","44.62","[""test"",""bulk"",""import""]","3","product-60-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"61","Product 61","Description for product 61. This is a large import test.","20","0","","51.58","46.42","[""test"",""bulk"",""import""]","1","product-61-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"62","Product 62","Description for product 62. This is a large import test.","39","0","","67.49","60.74","[""test"",""bulk"",""import""]","5","product-62-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"63","Product 63","Description for product 63. This is a large import test.","78","0","","22.2","19.98","[""test"",""bulk"",""import""]","3","product-63-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"64","Product 64","Description for product 64. This is a large import test.","39","0","","30.52","27.47","[""test"",""bulk"",""import""]","4","product-64-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"65","Product 65","Description for product 65. This is a large import test.","19","0","","89.92","80.93","[""test"",""bulk"",""import""]","3","product-65-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"66","Product 66","Description for product 66. This is a large import test.","43","0","","83.66","75.29","[""test"",""bulk"",""import""]","3","product-66-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"67","Product 67","Description for product 67. This is a large import test.","69","0","","45.77","41.19","[""test"",""bulk"",""import""]","3","product-67-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"68","Product 68","Description for product 68. This is a large import test.","38","0","","34.2","30.78","[""test"",""bulk"",""import""]","2","product-68-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"69","Product 69","Description for product 69. This is a large import test.","81","0","","3.82","3.44","[""test"",""bulk"",""import""]","3","product-69-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"70","Product 70","Description for product 70. This is a large import test.","43","0","","24.1","21.69","[""test"",""bulk"",""import""]","1","product-70-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"71","Product 71","Description for product 71. This is a large import test.","72","0","","96.09","86.48","[""test"",""bulk"",""import""]","2","product-71-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"72","Product 72","Description for product 72. This is a large import test.","67","0","","73.42","66.08","[""test"",""bulk"",""import""]","3","product-72-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"73","Product 73","Description for product 73. This is a large import test.","75","0","","49.78","44.8","[""test"",""bulk"",""import""]","3","product-73-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"74","Product 74","Description for product 74. This is a large import test.","15","0","","57.05","51.35","[""test"",""bulk"",""import""]","5","product-74-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"75","Product 75","Description for product 75. This is a large import test.","9","0","","10.46","9.41","[""test"",""bulk"",""import""]","5","product-75-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"76","Product 76","Description for product 76. This is a large import test.","55","0","","27.62","24.86","[""test"",""bulk"",""import""]","1","product-76-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"77","Product 77","Description for product 77. This is a large import test.","81","0","","25.65","23.09","[""test"",""bulk"",""import""]","2","product-77-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"78","Product 78","Description for product 78. This is a large import test.","30","0","","33.78","30.4","[""test"",""bulk"",""import""]","5","product-78-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"79","Product 79","Description for product 79. This is a large import test.","67","0","","69.36","62.42","[""test"",""bulk"",""import""]","4","product-79-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"80","Product 80","Description for product 80. This is a large import test.","95","0","","56.11","50.5","[""test"",""bulk"",""import""]","2","product-80-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"81","Product 81","Description for product 81. This is a large import test.","2","0","","76.57","68.91","[""test"",""bulk"",""import""]","5","product-81-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"82","Product 82","Description for product 82. This is a large import test.","66","0","","44.96","40.46","[""test"",""bulk"",""import""]","3","product-82-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"83","Product 83","Description for product 83. This is a large import test.","68","0","","92.83","83.55","[""test"",""bulk"",""import""]","4","product-83-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"84","Product 84","Description for product 84. This is a large import test.","14","0","","42.13","37.92","[""test"",""bulk"",""import""]","4","product-84-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"85","Product 85","Description for product 85. This is a large import test.","72","0","","93.3","83.97","[""test"",""bulk"",""import""]","1","product-85-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"86","Product 86","Description for product 86. This is a large import test.","23","0","","79.13","71.22","[""test"",""bulk"",""import""]","2","product-86-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"87","Product 87","Description for product 87. This is a large import test.","16","0","","44.4","39.96","[""test"",""bulk"",""import""]","2","product-87-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"88","Product 88","Description for product 88. This is a large import test.","14","0","","49.97","44.97","[""test"",""bulk"",""import""]","3","product-88-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"89","Product 89","Description for product 89. This is a large import test.","90","0","","30.19","27.17","[""test"",""bulk"",""import""]","3","product-89-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"90","Product 90","Description for product 90. This is a large import test.","86","0","","78.9","71.01","[""test"",""bulk"",""import""]","2","product-90-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"91","Product 91","Description for product 91. This is a large import test.","97","0","","19.86","17.87","[""test"",""bulk"",""import""]","3","product-91-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"92","Product 92","Description for product 92. This is a large import test.","24","0","","59.54","53.59","[""test"",""bulk"",""import""]","4","product-92-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"93","Product 93","Description for product 93. This is a large import test.","44","0","","67.17","60.45","[""test"",""bulk"",""import""]","4","product-93-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"94","Product 94","Description for product 94. This is a large import test.","9","0","","49.85","44.87","[""test"",""bulk"",""import""]","4","product-94-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"95","Product 95","Description for product 95. This is a large import test.","29","0","","66.73","60.06","[""test"",""bulk"",""import""]","1","product-95-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"96","Product 96","Description for product 96. This is a large import test.","78","0","","49.4","44.46","[""test"",""bulk"",""import""]","4","product-96-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"97","Product 97","Description for product 97. This is a large import test.","88","0","","36.1","32.49","[""test"",""bulk"",""import""]","4","product-97-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"98","Product 98","Description for product 98. This is a large import test.","11","0","","38.89","35","[""test"",""bulk"",""import""]","3","product-98-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"99","Product 99","Description for product 99. This is a large import test.","24","0","","69.9","62.91","[""test"",""bulk"",""import""]","3","product-99-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"100","Product 100","Description for product 100. This is a large import test.","97","0","","58.37","52.53","[""test"",""bulk"",""import""]","4","product-100-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"101","Product 101","Description for product 101. This is a large import test.","93","0","","30.22","27.2","[""test"",""bulk"",""import""]","5","product-101-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"102","Product 102","Description for product 102. This is a large import test.","37","0","","69.86","62.87","[""test"",""bulk"",""import""]","4","product-102-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"103","Product 103","Description for product 103. This is a large import test.","28","0","","99.16","89.24","[""test"",""bulk"",""import""]","2","product-103-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"104","Product 104","Description for product 104. This is a large import test.","45","0","","47.1","42.39","[""test"",""bulk"",""import""]","2","product-104-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"105","Product 105","Description for product 105. This is a large import test.","84","0","","46.09","41.48","[""test"",""bulk"",""import""]","3","product-105-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"106","Product 106","Description for product 106. This is a large import test.","74","0","","81.84","73.66","[""test"",""bulk"",""import""]","5","product-106-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"107","Product 107","Description for product 107. This is a large import test.","86","0","","13.35","12.02","[""test"",""bulk"",""import""]","5","product-107-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"108","Product 108","Description for product 108. This is a large import test.","63","0","","62.95","56.66","[""test"",""bulk"",""import""]","2","product-108-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"109","Product 109","Description for product 109. This is a large import test.","39","0","","5.96","5.36","[""test"",""bulk"",""import""]","1","product-109-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"110","Product 110","Description for product 110. This is a large import test.","12","0","","49.98","44.98","[""test"",""bulk"",""import""]","2","product-110-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"111","Product 111","Description for product 111. This is a large import test.","33","0","","8.5","7.65","[""test"",""bulk"",""import""]","5","product-111-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"112","Product 112","Description for product 112. This is a large import test.","52","0","","49.4","44.46","[""test"",""bulk"",""import""]","1","product-112-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"113","Product 113","Description for product 113. This is a large import test.","47","0","","12.02","10.82","[""test"",""bulk"",""import""]","2","product-113-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"114","Product 114","Description for product 114. This is a large import test.","72","0","","37.77","33.99","[""test"",""bulk"",""import""]","3","product-114-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"115","Product 115","Description for product 115. This is a large import test.","44","0","","32.79","29.51","[""test"",""bulk"",""import""]","2","product-115-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"116","Product 116","Description for product 116. This is a large import test.","97","0","","16.58","14.92","[""test"",""bulk"",""import""]","5","product-116-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"117","Product 117","Description for product 117. This is a large import test.","83","0","","58.77","52.89","[""test"",""bulk"",""import""]","5","product-117-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"118","Product 118","Description for product 118. This is a large import test.","11","0","","45.64","41.08","[""test"",""bulk"",""import""]","2","product-118-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"119","Product 119","Description for product 119. This is a large import test.","98","0","","67.14","60.43","[""test"",""bulk"",""import""]","2","product-119-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"120","Product 120","Description for product 120. This is a large import test.","41","0","","13.64","12.28","[""test"",""bulk"",""import""]","5","product-120-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"121","Product 121","Description for product 121. This is a large import test.","75","0","","46.31","41.68","[""test"",""bulk"",""import""]","1","product-121-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"122","Product 122","Description for product 122. This is a large import test.","44","0","","40.39","36.35","[""test"",""bulk"",""import""]","5","product-122-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"123","Product 123","Description for product 123. This is a large import test.","23","0","","41.79","37.61","[""test"",""bulk"",""import""]","5","product-123-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"124","Product 124","Description for product 124. This is a large import test.","68","0","","53.46","48.11","[""test"",""bulk"",""import""]","4","product-124-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"125","Product 125","Description for product 125. This is a large import test.","11","0","","56.4","50.76","[""test"",""bulk"",""import""]","3","product-125-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"126","Product 126","Description for product 126. This is a large import test.","71","0","","60.57","54.51","[""test"",""bulk"",""import""]","4","product-126-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"127","Product 127","Description for product 127. This is a large import test.","52","0","","29.44","26.5","[""test"",""bulk"",""import""]","5","product-127-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"128","Product 128","Description for product 128. This is a large import test.","90","0","","17.07","15.36","[""test"",""bulk"",""import""]","1","product-128-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"129","Product 129","Description for product 129. This is a large import test.","11","0","","12.82","11.54","[""test"",""bulk"",""import""]","3","product-129-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"130","Product 130","Description for product 130. This is a large import test.","79","0","","5.69","5.12","[""test"",""bulk"",""import""]","5","product-130-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"131","Product 131","Description for product 131. This is a large import test.","72","0","","42.83","38.55","[""test"",""bulk"",""import""]","2","product-131-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"132","Product 132","Description for product 132. This is a large import test.","38","0","","1.88","1.69","[""test"",""bulk"",""import""]","3","product-132-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
"133","Product 133","Description for product 133. This is a large import test.","84","0","","11.21","10.09","[""test"",""bulk"",""import""]","1","product-133-1776144507","","TRUE","2026-06-11T10:15:10.000000Z","2026-06-11T10:15:10.000000Z"
